"","permno","permco","namedt","nameenddt","cusip","ncusip","ticker","comnam","hexcd","exchcd","siccd","shrcd","shrcls","st_date","end_date","namedum"
"37085",83263,14426,1996-03-12,1999-10-19,"34954610","34954610","FRTE","FORTE SOFTWARE INC",3,3,7370,11,NA,1996-03-29,1999-10-29,2
"4445",12450,53611,2010-12-17,2014-12-03,"34954W10","34954W10","FRF","FORTEGRA FINANCIAL CORP",1,1,6411,11,NA,2010-12-31,2014-12-31,2
"38386",84241,6742,2000-05-08,2001-05-15,"34955010","34955010","FRTL","FORTEL CORP",3,3,3570,11,NA,1983-12-30,2001-05-31,2
"37392",83506,14626,2000-07-10,2002-07-26,"34956K20","34956K20","FRTG","FORTRESS GROUP INC",3,3,1521,11,NA,1996-05-31,2002-07-31,2
"45558",91750,51788,2007-02-09,2017-12-26,"34958B10","34958B10","FIG","FORTRESS INVESTMENT GROUP L L C",1,1,6282,11,"A",2007-02-28,2017-12-29,2
"45871",92218,52667,2007-08-01,2010-03-31,"34958D10","34958D10","FIGI","FORTRESS INTERNATIONAL GROUP IN",3,3,8742,11,NA,2007-08-31,2010-03-31,2
"46513",93132,53286,2009-11-18,2018-06-29,"34959E10","34959E10","FTNT","FORTINET INC",3,3,9999,11,NA,2009-11-30,2018-06-29,2
"7246",16087,55585,2016-07-05,2018-06-29,"34959J10","34959J10","FTV","FORTIVE CORP",1,1,3823,11,NA,2016-07-29,2018-06-29,2
"6726",15351,55257,2015-05-15,2018-06-29,"34960P10","34960P10","FTAI","FORTRESS TRANS AND INFR INV LLC",1,1,6141,11,NA,2015-05-29,2018-06-29,2
"4949",13159,53958,2015-04-28,2018-06-29,"34960Q10","34960Q10","FBIO","FORTRESS BIOTECH INC",3,3,2834,11,NA,2011-12-30,2018-06-29,2
"7424",16384,55749,2016-10-20,2018-06-29,"34960W10","34960W10","FRTA","FORTERRA INC",3,3,9999,11,NA,2016-10-31,2018-06-29,2
"16099",37322,5810,1992-02-21,1994-06-23,"34963010","34963010","FORB","FORTUNE BANCORP",3,3,6710,11,NA,1983-02-28,1994-06-30,2
"29445",76355,10647,2006-04-17,2013-06-28,"34963X20","34963X20","FFI","FORTUNE INDUSTRIES INC",2,2,6794,11,NA,1990-06-29,2013-06-28,2
"4826",12981,53876,2011-10-04,2018-06-29,"34964C10","34964C10","FBHS","FORTUNE BRANDS HOME & SECUR INC",1,1,3429,11,NA,2011-10-31,2018-06-29,2
"38887",84735,2760,2000-07-19,2001-05-15,"34965T10","34965T10","FORU","FORTUNE FINANCIAL INC",3,3,6331,11,NA,1972-12-29,2001-05-31,2
"3585",11854,9786,1997-07-03,1999-08-06,"34968110","34968110","FPX","FORTUNE NATURAL RESOURCES CORP",2,2,1311,11,NA,1988-05-31,1999-08-31,2
"45057",91079,50198,2006-01-31,2010-03-03,"34969Q10","34969Q10","FNET","FORTUNET INC",3,3,3990,11,NA,2006-01-31,2010-03-31,2
"8347",17883,56406,2018-06-28,2018-06-29,"34983P10","34983P10","FTSV","FORTY SEVEN INC",3,3,9999,11,NA,2018-06-29,2018-06-29,2
"16117",37365,1608,1992-04-24,1996-06-12,"34984130","34984130","FOUR","FORUM GROUP INC",3,3,8060,11,NA,1977-10-31,1996-06-28,2
"5063",13337,54037,2012-04-12,2018-06-29,"34984V10","34984V10","FET","FORUM ENERGY TECHNOLOGIES INC",1,1,1381,11,NA,2012-04-30,2018-06-29,2
"33604",79841,12577,1998-08-27,2018-06-29,"34985310","34985310","FWRD","FORWARD AIR CORP",3,3,4210,11,NA,1993-11-30,2018-06-29,2
"16122",37381,1810,1997-12-24,2018-06-29,"34986230","34986230","FORD","FORWARD INDUSTRIES INC NY",3,3,3160,11,NA,1972-12-29,2018-06-29,2
"32619",79089,12074,2013-06-06,2018-06-29,"34988V10","34988V10","FOSL","FOSSIL GROUP INC",3,3,3873,11,NA,1993-04-30,2018-06-29,2
"16129",37402,1852,1998-05-15,2018-06-29,"35006010","35006010","FSTR","FOSTER L B CO",3,3,3310,11,NA,1981-06-30,2018-06-29,2
"34809",80818,13256,1994-08-12,2004-01-22,"35038410","35038410","FUSA","FOTOBALL U S A INC",3,3,3050,11,NA,1994-08-31,2004-01-30,2
"7546",16579,55857,2017-02-10,2018-06-29,"35039210","35039210","FBM","FOUNDATION BLDG MATERIALS INC",1,1,5031,11,NA,2017-02-28,2018-06-29,2
"44503",90501,46020,2004-12-09,2009-07-31,"35039W10","35039W10","FCL","FOUNDATION COAL HOLDINGS INC",1,1,1221,11,NA,2004-12-31,2009-07-31,2
"29246",76248,26097,1991-11-07,1997-04-01,"35040110","35040110","FH","FOUNDATION HEALTH CORP",1,1,8093,11,NA,1990-07-31,1997-04-30,2
"5739",14160,54557,2013-09-25,2018-06-29,"35046510","35046510","FMI","FOUNDATION MEDICINE INC",3,3,9999,11,NA,2013-09-30,2018-06-29,2
"32366",78884,11957,1993-02-12,1996-01-15,"35054310","35054310","FFCP","FOUNDERS FINANCIAL CORP",3,3,6710,11,NA,1993-02-26,1996-01-31,2
"41573",87229,17151,1999-09-28,2008-12-18,"35063R10","35063R10","FDRY","FOUNDRY NETWORKS INC",3,3,3660,11,NA,1999-09-30,2008-12-31,2
"29437",76353,10599,1990-05-15,1994-05-27,"35075410","35075410","FPHI","FOUNTAIN PHARMACEUTICALS INC",3,3,2830,10,NA,1990-05-31,1994-05-31,2
"1782",10924,8801,2005-04-14,2009-02-06,"35075530","35075530","FPB","FOUNTAIN POWERBOAT INDS INC",2,2,3732,11,NA,1986-12-31,2009-02-27,2
"188",10092,8035,2000-09-20,2010-05-28,"35086510","35086510","KDE","4 KIDS ENTERTAINMENT INC",1,1,6794,11,NA,1986-03-31,2010-05-28,2
"7000",15719,55426,2015-11-10,2018-06-29,"35086T10","35086T10","FCPT","FOUR CORNERS PROPERTY TRUST INC",1,1,6798,11,NA,2015-11-30,2018-06-29,2
"38687",84535,15320,1997-02-07,2000-04-07,"35087210","35087210","FOUR","FOUR MEDIA COMPANY",3,3,7810,11,NA,1997-02-28,2000-04-28,2
"36777",82804,27601,1997-12-31,2000-10-17,"35104210","35104210","FFTI","4FRONT TECHNOLOGIES INC",3,3,7370,11,NA,1996-01-31,2000-10-31,2
"16145",37461,1839,1972-12-14,1996-01-31,"35107010","35107010","FRTH","FOURTH FINANCIAL CORP",3,3,6711,11,NA,1972-12-29,1996-01-31,2
"32974",79385,12271,1993-07-14,2001-04-30,"35112810","35112810","FSFT","FOURTH SHIFT CORP",3,3,7370,11,NA,1993-07-30,2001-04-30,2
"42485",88241,37506,2001-08-20,2002-01-02,"35112T10","35112T10","FOUR","FOURTHSTAGE TECHNOLOGIES INC",3,3,3570,11,NA,2000-05-31,2002-01-31,2
"39261",85214,15597,2005-05-23,2006-03-01,"35132110","35132110","FOXX","FOX & HOUND RESTAURANT GROUP",3,3,5810,11,NA,1997-07-31,2006-03-31,2
"45389",91501,51309,2010-07-28,2016-06-30,"35137T10","35137T10","FXCB","FOX CHASE BANCORP INC",3,3,6035,11,NA,2006-10-31,2016-06-30,2
"40677",86401,34907,1998-11-11,2005-03-21,"35138T10","35138T10","FOX","FOX ENTERTAINMENT GROUP INC",1,1,4833,11,"A",1998-11-30,2005-03-31,2
"5685",14097,54509,2013-08-08,2018-06-29,"35138V10","35138V10","FOXF","FOX FACTORY HOLDING CORP",3,3,9999,11,NA,2013-08-30,2018-06-29,2
"30163",76806,29608,1991-08-29,1994-10-12,"35165410","35165410","FOX","FOXMEYER CORP NEW",1,1,8361,11,NA,1991-08-30,1994-10-31,2
"16156",37496,6488,1991-03-13,1997-06-30,"35165510","35165510","FOXI","FOXMOOR INDUSTRIES LTD",3,3,7813,11,NA,1983-10-31,1997-06-30,2
"44388",90407,45714,2004-10-28,2007-10-04,"35166A10","35166A10","FOXH","FOXHOLLOW TECHNOLOGIES INC",3,3,3841,11,NA,2004-10-29,2007-10-31,2
"36476",82574,14113,1995-11-09,1997-05-29,"35168110","35168110","FRAC","FRACTAL DESIGN CORP",3,3,7370,11,NA,1995-11-30,1997-05-30,2
"30976",77331,11338,1992-02-12,1995-10-27,"35168810","35168810","FRAM","FRAME TECHNOLOGY CORP",3,3,3670,11,NA,1992-02-28,1995-10-31,2
"4789",12915,53844,2011-07-22,2018-06-29,"35179310","35179310","FRAN","FRANCESCAS HOLDINGS CORP",3,3,9999,11,NA,2011-07-29,2018-06-29,2
"39635",85546,15831,1997-11-19,1999-10-29,"35181D10","35181D10","FMAX","FRANCHISE MORTGAGE ACCEPTANCE C",3,3,6160,11,NA,1997-11-28,1999-10-29,2
"42376",88154,7279,1984-10-29,1994-07-29,"35207810","35207810","FKFD","FRANKFORD CORP PA",3,3,6025,11,NA,1984-10-31,1994-07-29,2
"35921",81865,13837,1997-12-01,2005-03-02,"35212820","35212820","FKKY","FRANKFORT FIRST BANCORP INC",3,3,6710,11,NA,1995-07-31,2005-03-31,2
"82",10037,7985,2002-10-24,2004-05-28,"35242V10","35242V10","FBCP","FRANKLIN BANCORP INC",3,3,6020,11,NA,1986-02-28,2004-05-28,2
"44387",90406,7583,1992-11-09,1998-07-01,"35243310","35243310","FNBC","FRANKLIN BANCORPORATION INC",3,3,6026,11,NA,1985-06-28,1998-07-31,2
"43960",89928,44684,2003-12-18,2008-11-10,"35245110","35245110","FBTX","FRANKLIN BANK CORP",3,3,7380,11,NA,2003-12-31,2008-11-28,2
"31421",77637,29506,1997-06-02,2018-06-29,"35346910","35346910","FC","FRANKLIN COVEY CO",1,1,2782,11,NA,1992-06-30,2018-06-29,2
"44789",90809,47014,2005-07-20,2008-10-31,"35348720","35348720","FCMC","FRANKLIN CREDIT MGMT CORP",3,3,6153,11,NA,2005-07-29,2008-10-31,2
"16192",37568,1688,1972-12-14,2018-06-29,"35351410","35351410","FELE","FRANKLIN ELECTRIC INC",3,3,3621,11,NA,1972-12-29,2018-06-29,2
"1174",10597,8500,2001-06-18,2010-02-24,"35351510","35351510","FEP","FRANKLIN ELECTRONIC PUBLSHS INC",2,2,3571,11,NA,1986-08-29,2010-02-26,2
"43235",88975,41554,2001-05-01,2004-06-10,"35352320","35352320","FNFN","FRANKLIN FINANCIAL CORP",3,3,6021,11,NA,2001-05-31,2004-06-30,2
"3874",12019,9917,1988-08-23,1993-08-30,"35352910","35352910","FFFC","FRANKLIN FIRST FINANCIAL CORP",3,3,6710,11,NA,1988-08-31,1993-08-31,2
"6639",15242,55204,2015-03-26,2018-06-29,"35352P10","35352P10","FSB","FRANKLIN FINANCIAL NETWORK INC",1,1,6712,11,NA,2015-03-31,2018-06-29,2
"4645",12688,53722,2011-04-28,2015-01-02,"35353C10","35353C10","FRNK","FRANKLIN FINANCIAL CORP VA",3,3,9999,11,NA,2011-04-29,2015-01-30,2
"32973",79384,12308,1993-07-26,1995-04-26,"35426710","35426710","FKLN","FRANKLIN OPHTHALMIC INSTRMTS IN",3,3,5040,11,NA,1993-07-30,1995-04-28,2
"16202",37584,6407,1986-12-05,2018-06-29,"35461310","35461310","BEN","FRANKLIN RESOURCES INC",1,1,6281,11,NA,1983-09-30,2018-06-29,2
"144",10066,6331,2002-02-19,2002-08-23,"35472720","35472720","FCM","FRANKLIN TELECOMMUNICATIONS COR",2,2,7373,11,NA,1983-08-31,2002-08-30,2
"37062",83240,14419,1999-03-24,1999-04-21,"35567320","35567320","BLUE","FREDERICK BREWING CO",3,3,2080,11,NA,1996-03-29,1999-04-30,2
"24888",63597,1715,1993-10-15,1997-09-29,"35582420","35582420","FOH","FREDERICKS HOLLYWOOD INC",1,1,5621,11,"A",1972-12-29,1997-09-30,2
"33673",79900,1715,1993-11-04,1997-09-29,"35582430","35582430","FOH","FREDERICKS HOLLYWOOD INC",1,1,5621,11,"B",1993-11-30,1997-09-30,2
"19890",48020,21563,2008-01-29,2013-02-21,"35582T10","35582T10","FOH","FREDERICKS HOLLYWOOD GROUP INC",2,2,2341,11,NA,1969-03-28,2013-02-28,2
"31110",77420,11413,1992-03-19,2018-06-29,"35610810","35610810","FRED","FREDS INC",3,3,5330,11,NA,1992-03-31,2018-06-29,2
"41906",87489,17504,1999-12-10,2004-06-30,"35660210","35660210","FMKT","FREEMARKETS INC",3,3,7380,11,NA,1999-12-31,2004-06-30,2
"24618",62877,20762,1995-10-23,1997-12-22,"35671440","35671440","FTX","FREEPORT MCMORAN INC",1,1,1311,11,NA,1981-04-30,1997-12-31,2
"27970",75294,20763,1991-01-04,2002-05-03,"35671D10","35671D10","FCX","FREEPORT MCMORAN COPPER & GOLD",1,1,1021,11,"A",1988-05-31,2002-05-31,2
"35883",81774,20763,2014-07-14,2018-06-29,"35671D85","35671D85","FCX","FREEPORT MCMORAN INC",1,1,1021,11,"B",1995-07-31,2018-06-29,2
"39751",85638,32182,1997-12-23,1998-11-17,"35671R10","35671R10","FSC","FREEPORT MCMORAN SULPHUR INC",1,1,2874,11,NA,1997-12-31,1998-11-30,2
"44262",90251,45382,2004-07-16,2006-12-01,"35687M10","35687M10","FSL","FREESCALE SEMICONDUCTOR INC",1,1,3674,11,"A",2004-07-30,2006-12-29,2
"44420",90435,45382,2004-12-03,2006-12-01,"35687M20","35687M20","FSL","FREESCALE SEMICONDUCTOR INC",1,1,3674,11,"B",2004-12-31,2006-12-29,2
"44654",90672,46566,2005-04-06,2018-06-29,"35702310","35702310","RAIL","FREIGHTCAR AMERICA INC",3,3,3743,11,NA,2005-04-29,2018-06-29,2
"38963",84795,15497,1997-05-29,1999-02-10,"35717720","35717720","BYCL","FREMONT CORP",3,3,3750,11,NA,1997-05-30,1999-02-26,2
"16235",37699,1830,1993-03-22,2008-04-16,"35728810","35728810","FMT","FREMONT GENERAL CORP",1,1,6331,11,NA,1977-01-31,2008-04-30,2
"28616",75777,10215,1989-06-13,1993-04-07,"35781410","35781410","FRCH","FRENCHTEX INC",3,3,5020,10,NA,1989-06-30,1993-04-30,2
"24341",62228,1686,2006-08-01,2018-06-29,"35801010","35801010","FEIM","FREQUENCY ELECTRONICS INC",3,3,3825,11,NA,1980-06-30,2018-06-29,2
"25114",64215,1340,1991-12-31,1996-09-27,"35803110","35803110","FRN","FRESENIUS USA INC",2,2,3842,11,NA,1980-12-31,1996-09-30,2
"32078",78198,11835,1992-12-09,2004-07-20,"35803210","35803210","SALD","FRESH CHOICE INC",3,3,5810,11,NA,1992-12-31,2004-07-30,2
"1634",10847,8731,1986-11-13,1999-01-29,"35803310","35803310","FRSH","FRESH JUICE CO INC",3,3,2030,10,NA,1986-11-28,1999-01-29,2
"6504",15067,55111,2014-11-07,2018-06-29,"35803910","35803910","FRPT","FRESHPET INC",3,3,9999,11,NA,2014-11-28,2018-06-29,2
"34441",80527,13112,1994-05-26,2001-05-24,"35803R10","35803R10","FRES","FRESH AMERICA CORP",3,3,5150,11,NA,1994-05-31,2001-05-31,2
"4267",12253,10045,2001-06-04,2006-02-27,"35803U10","35803U10","FRSH","FRESH BRANDS INC",3,3,5141,11,NA,1988-12-30,2006-02-28,2
"4425",12410,53583,2010-11-05,2016-04-27,"35804H10","35804H10","TFM","FRESH MARKET INC",3,3,9999,11,NA,2010-11-30,2016-04-29,2
"451",10222,8151,1994-01-19,1996-02-26,"35832120","35832120","FTTR","FRETTER INC",3,3,5730,11,NA,1986-05-30,1996-02-29,2
"2435",11259,9110,1987-04-15,1995-05-18,"35834010","35834010","FRML","FREYMILLER TRUCKING INC",3,3,4210,11,NA,1987-04-30,1995-05-31,2
"39206",85180,15602,1999-11-04,2001-04-19,"35843010","35843010","FGH","FRIEDE GOLDMAN HALTER INC",1,1,1389,11,NA,1997-07-31,2001-04-30,2
"23005",58421,1824,1975-05-07,2018-06-29,"35843510","35843510","FRD","FRIEDMAN INDUSTRIES INC",2,2,5051,11,NA,1972-12-29,2018-06-29,2
"33374",79695,12476,2003-06-18,2004-05-05,"35843810","35843810","FRM","FRIEDMANS INC",1,1,5944,11,"A",1993-10-29,2004-05-28,2
"4710",12793,53774,2011-05-11,2013-08-07,"35845330","35845330","FFN","FRIENDFINDER NETWORKS INC",3,3,9999,11,NA,2011-05-31,2013-08-30,2
"39640",85548,15824,2000-06-08,2007-08-30,"35849710","35849710","FRN","FRIENDLY ICE CREAM CORP NEW",2,2,5812,11,NA,1997-11-28,2007-08-31,2
"40149",85977,16031,1998-04-01,2002-11-26,"35874310","35874310","FRIZ","FRISBY TECHNOLOGIES INC",3,3,3080,11,NA,1998-04-30,2002-11-29,2
"22645",57330,20767,1973-10-02,2015-08-24,"35874810","35874810","FRS","FRISCHS RESTAURANTS INC",2,2,5812,11,NA,1972-12-29,2015-08-31,2
"31819",77989,11750,1992-10-16,2001-05-24,"35884610","35884610","FRTZ","FRITZ COMPANIES INC",3,3,4710,11,NA,1992-10-30,2001-05-31,2
"28517",75731,10145,1996-09-30,1998-10-22,"35903110","35903110","FDIR","FRONTEER FINANCIAL HOLDINGS LTD",3,3,2740,11,NA,1989-03-31,1998-10-30,2
"1236",10628,8533,1994-03-24,2001-09-28,"35905010","35905010","FAJ","FRONTIER ADJUSTERS AMERICA INC",2,2,6411,11,NA,1986-09-30,2001-09-28,2
"34443",80528,13095,2006-04-03,2008-04-21,"35905910","35905910","FRNT","FRONTIER AIRLINES HLDGS INC",3,3,4510,11,NA,1994-05-31,2008-04-30,2
"10894",23887,925,2017-07-10,2018-06-29,"35906A30","35906A30","FTR","FRONTIER COMMUNICATIONS CORP",3,3,4931,11,NA,1972-12-29,2018-06-29,2
"12137",26737,21521,1995-01-03,1999-09-28,"35906P10","35906P10","FRO","FRONTIER CORP",1,1,4813,10,NA,1959-03-31,1999-09-30,2
"40151",85978,16053,2009-11-25,2010-04-30,"35907K20","35907K20","FTBK","FRONTIER FINANCIAL CORP WA",3,3,6022,11,NA,1998-04-30,2010-04-30,2
"1473",10753,8647,1990-11-19,2001-02-01,"35908110","35908110","FTR","FRONTIER INSURANCE GROUP INC",1,1,6331,11,NA,1986-10-31,2001-02-28,2
"22262",56063,21879,1998-04-29,2011-06-30,"35914P10","35914P10","FTO","FRONTIER OIL CORP",1,1,1311,11,NA,1972-12-29,2011-06-30,2
"41528",87185,16755,2000-04-06,2002-03-28,"35921N10","35921N10","FLCG","FRONTLINE CAPITAL GROUP",3,3,6531,11,NA,1999-08-31,2002-03-28,2
"29858",76587,10869,2000-11-10,2003-02-18,"35921W10","35921W10","FSTP","FRONTSTEP INC",3,3,7372,11,NA,1991-03-28,2003-02-28,2
"16291",37832,1693,1993-05-25,2013-08-19,"35936010","35936010","FFEX","FROZEN FOOD EXPRESS INDS INC",3,3,4210,11,NA,1972-12-29,2013-08-30,2
"29969",76678,29036,1991-06-28,1996-10-07,"35939710","35939710","FTC","FRUEHAUF TRAILER CORP",1,1,3711,11,NA,1991-06-28,1996-10-31,2
"33221",79586,12390,2006-10-02,2018-06-29,"35952310","35952310","FTEK","FUEL TECH INC",3,3,5075,11,NA,1993-09-30,2018-06-29,2
"31506",77699,11591,2015-12-04,2018-06-29,"35952H50","35952H50","FCEL","FUELCELL ENERGY INC",3,3,3629,11,NA,1992-06-30,2018-06-29,2
"1314",10667,8570,2006-08-25,2016-06-01,"35952W10","35952W10","FSYS","FUEL SYSTEMS SOLUTIONS INC",3,3,3714,11,NA,1986-09-30,2016-06-30,2
"36642",82700,14233,1995-12-15,1999-11-12,"35953610","35953610","FUSE","FUISZ TECHNOLOGIES LTD",3,3,8730,11,NA,1995-12-29,1999-11-30,2
"7379",16290,55694,2016-09-29,2018-06-29,"35966410","35966410","FLGT","FULGENT GENETICS INC",3,3,9999,11,NA,2016-09-30,2018-06-29,2
"33097",79490,12346,2013-02-13,2018-06-29,"35967810","35967810","FLL","FULL HOUSE RESORTS INC",3,3,7011,11,NA,1993-08-31,2018-06-29,2
"33964",80138,12791,2000-03-02,2001-08-14,"35967N10","35967N10","FLD","FULL LINE DISTRIBUTORS INC",2,2,2369,11,NA,1994-01-31,2001-08-31,2
"16303",37875,1868,2002-12-02,2018-06-29,"35969410","35969410","FUL","FULLER H B CO",1,1,2891,11,NA,1972-12-29,2018-06-29,2
"38151",84079,15054,1996-10-18,1999-12-15,"35989410","35989410","FTNB","FULTON BANCORP INC",3,3,6030,11,NA,1996-10-31,1999-12-31,2
"42443",88197,5440,1985-09-03,2018-06-29,"36027110","36027110","FULT","FULTON FINANCIAL CORP PA",3,3,6281,11,NA,1985-09-30,2018-06-29,2
"31643",77845,11665,1992-08-12,2000-06-16,"36076210","36076210","FNCO","FUNCO INC",3,3,5990,11,NA,1992-08-31,2000-06-30,2
"42580",88285,7887,2016-09-16,2017-06-21,"36077T20","36077T20","FNCX","FUNCTION X INC",3,3,3570,11,NA,1985-12-31,2017-06-30,2
"14183",32089,7679,1993-06-03,1993-08-30,"36090610","36090610","FCMI","FUTURE COMMUNICATIONS INC",3,3,3660,11,NA,1972-12-29,1993-08-31,2
"30050",76723,11006,1991-06-28,1995-08-16,"36091010","36091010","FNOW","FUTURE NOW INC",3,3,7370,11,NA,1991-06-28,1995-08-31,2
"31857",78025,11769,1992-10-23,1995-04-26,"36091110","36091110","FHCI","FUTURE HEALTHCARE INC",3,3,8090,11,NA,1992-10-30,1995-04-28,2
"31659",77855,20987,2013-05-29,2013-08-27,"36092120","36092120","FBN","FURNITURE BRANDS INTL INC",1,1,2511,11,NA,1992-06-30,2013-08-30,2
"7879",17043,56126,2017-11-02,2018-06-29,"36100810","36100810","FNKO","FUNKO INC",3,3,9999,11,"A",2017-11-30,2018-06-29,2
"5846",14306,5519,1995-09-11,1997-12-30,"36102210","36102210","FQE","FUQUA ENTERPRISES INC",1,1,3111,11,NA,1925-12-31,1997-12-31,2
"45951",92306,52775,2007-10-23,2011-03-28,"36102A20","36102A20","FUQI","FUQI INTERNATIONAL INC",3,3,3911,11,NA,2007-10-31,2011-03-31,2
"46662",93392,53418,2010-06-15,2014-07-01,"36106P10","36106P10","FURX","FURIEX PHARMACEUTICALS INC",3,3,9999,11,NA,2010-06-30,2014-07-31,2
"17817",42067,21031,2007-05-18,2016-02-29,"36108610","36108610","FRM","FURMANITE CORP",1,1,1799,11,NA,1965-06-30,2016-02-29,2
"16003",37103,1662,1995-03-08,1999-11-22,"36110610","36110610","FCY","FURON CO",1,1,3089,11,NA,1975-07-31,1999-11-30,2
"29913",76633,26506,1991-05-02,1996-01-02,"36111510","36111510","CHI","FURRS BISHOPS INC",1,1,5812,11,"A",1991-05-31,1996-01-31,2
"36765",82792,26506,2000-08-11,2002-12-31,"36111560","36111560","FRG","FURRS RESTAURANT GROUP INC",2,2,5812,11,NA,1996-01-31,2002-12-31,2
"37600",83658,14704,1996-06-07,2002-05-03,"36112810","36112810","FSON","FUSION MEDICAL TECHNOLOGIES INC",3,3,3840,11,NA,1996-06-28,2002-05-31,2
"34445",80530,13064,1994-05-12,1997-08-04,"36112910","36112910","FUSN","FUSION SYSTEMS CORP",3,3,3690,11,NA,1994-05-31,1997-08-29,2
"4749",12865,53808,2011-06-09,2014-07-22,"36112J10","36112J10","FIO","FUSION I O INC",1,1,3571,11,NA,2011-06-30,2014-07-31,2
"34345",80454,13016,2000-04-13,2001-04-18,"36112N10","36112N10","FUSN","FUSION NETWORKS HOLDINGS INC",3,3,7375,11,NA,1994-04-29,2001-04-30,2
"33144",79519,12338,2008-01-15,2012-12-26,"36113E10","36113E10","FSIN","FUSHI COPPERWELD INC",3,3,3317,11,NA,1993-08-31,2012-12-31,2
"34861",80854,13281,1996-12-31,2000-03-31,"36114L30","36114L30","VITK","FUTUREBIOTICS INC",3,3,2830,11,NA,1994-08-31,2000-03-31,2
"41985",87560,17677,2001-06-11,2001-08-13,"36114Q30","36114Q30","FTRL","FUTURELINK CORP",3,3,7371,11,NA,2000-01-31,2001-08-31,2
"4588",12615,53694,2011-03-23,2018-06-29,"36116M10","36116M10","FF","FUTUREFUEL CORP",1,1,2869,11,NA,2011-03-31,2018-06-29,2
"44552",90556,46154,2018-05-07,2018-06-29,"36116X10","36116X10","FSNN","FUSION CONNECT INC",3,3,4813,11,NA,2005-02-28,2018-06-29,2
"46458",93069,53237,2017-06-12,2018-06-29,"36117V10","36117V10","FTFT","FUTURE FINTECH GROUP INC",3,3,7389,11,NA,2009-10-30,2018-06-29,2
"4975",13222,53984,2012-02-09,2012-08-17,"36120210","36120210","FX","F X ALLIANCE INC",1,1,6099,11,NA,2012-02-29,2012-08-31,2
"16332",37955,1959,2012-12-03,2017-03-21,"36126810","36126810","GK","G & K SERVICES INC",3,3,7210,11,"A",1972-12-29,2017-03-31,2
"37039",83226,31602,1996-03-26,2004-05-24,"36143710","36143710","GAF","G A FINANCIAL INC",2,2,6022,11,NA,1996-03-29,2004-05-28,2
"40857",86593,34992,2005-08-29,2018-06-29,"36143810","36143810","GBL","GAMCO INVESTORS INC",1,1,6282,11,"A",1999-02-26,2018-06-29,2
"3890",12036,20773,2016-07-01,2018-06-29,"36144810","36144810","GATX","G A T X CORP",1,1,4789,11,NA,1925-12-31,2018-06-29,2
"40823",86576,16371,1999-01-06,2008-04-30,"36146210","36146210","GBTB","G B & T BANCSHARES INC",3,3,6090,11,NA,1999-01-29,2008-04-30,2
"3495",11808,9615,1987-11-24,2003-10-20,"36147510","36147510","GBCB","G B C BANCORP",3,3,6710,11,NA,1987-11-30,2003-10-31,2
"32022",78152,11870,1992-12-18,1996-02-12,"36149F10","36149F10","GBCT","G B C TECHNOLOGIES INC",3,3,5040,11,NA,1992-12-31,1996-02-29,2
"43197",88925,41368,2001-03-27,2004-09-02,"36150A10","36150A10","GBH","G B HOLDINGS INC",2,2,7011,11,NA,2001-03-30,2004-09-30,2
"33675",79902,30029,1993-12-16,2001-06-12,"36155Q10","36155Q10","GCX","G C COS INC",1,1,7832,11,NA,1993-12-31,2001-06-29,2
"24345",62236,1920,1980-10-01,1996-01-02,"36158210","36158210","GEC","G E I C O CORP",1,1,6711,11,NA,1972-12-29,1996-01-31,2
"34744",80774,13225,2006-07-26,2014-06-29,"36162J10","36159R10","GEO","GEO GROUP INC",1,1,8744,11,NA,1994-07-29,2018-06-29,2
"4123",12173,9914,2018-02-22,2018-03-08,"36164V10","36164V10","GNCMA","G C I LIBERTY INC",3,3,4813,11,"A",1988-08-31,2018-03-29,2
"8050",17334,9914,2018-03-12,2018-06-29,"36164V30","36164V30","GLIBA","G C I LIBERTY INC",3,3,4813,11,"A",2018-03-29,2018-06-29,2
"7133",15917,55513,2016-02-04,2018-06-29,"36164Y10","36164Y10","GCP","G C P APPLIED TECHNOLOGIES INC",1,1,5039,11,NA,2016-02-29,2018-06-29,2
"44520",90536,46105,2010-10-05,2015-04-09,"36165220","36165220","GFIG","G F I GROUP INC",1,1,6211,11,NA,2005-01-31,2015-04-30,2
"19516",46834,20793,2016-07-18,2018-06-29,"36165A10","36165A10","JOB","G E E GROUP INC",2,2,7361,11,NA,1968-09-30,2018-06-29,2
"35792",81710,13820,1995-06-30,2005-05-31,"36169210","36169210","GUPB","G F S B BANCORP INC",3,3,6030,11,NA,1995-06-30,2005-05-31,2
"33938",80124,12762,1994-01-06,1998-03-31,"36169410","36169410","GFSB","G F S BANCORP INC",3,3,6710,11,NA,1994-01-31,1998-03-31,2
"810",10390,8308,1993-11-29,1997-01-29,"36171710","36171710","GHSI","G H S INC",3,3,7370,11,NA,1986-06-30,1997-01-31,2
"40201",86016,34744,1998-05-21,1999-06-24,"36175110","36175110","GKI","G K INTELLIGENT SYSTEMS INC",2,2,3732,11,NA,1998-05-29,1999-06-30,2
"40257",86066,16117,1998-05-19,2003-10-20,"36177810","36177810","GLBK","G L B BANCORP INC",3,3,6710,11,NA,1998-05-29,2003-10-31,2
"30084",76749,11046,1991-07-25,1996-12-09,"36189710","36189710","GMIS","G M I S INC",3,3,7370,11,NA,1991-07-31,1996-12-31,2
