"","crsp_fundno","wficn","fundno","cusip8","ticker","fund_name","tna_latest_dt","tna_latest","num_holdings","mgmt_name","et_flag","nav_latest_dt","nav_latest","first_offer_dt","per_com","per_pref","per_conv","per_corp","per_muni","per_govt","per_oth","per_cash","per_bond","per_abs","per_mbs","per_eq_oth","per_fi_oth","open_to_inv","retail_fund","inst_fund","index_fund_flag","dead_flag","delist_cd","crsp_obj_cd","lipper_obj_cd","lipper_obj_name","lipper_class","lipper_class_name","si_obj_cd","wbrger_obj_cd","lipper_asset_cd","country"
"2250",86101,NA,NA,"90274D37","AMUB","UBS Exchange Traded Access Securities (E-TRACS) Alerian MLP Index ETN Series B",2017-06-30,28.1,NA,"UBS Global Asset Management","N",2017-06-30,18.7174,2015-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,"N",NA,"O","EMP","ENERGY MLP FUNDS","EMP","Energy MLP Funds",NA,NA,"EQ",NA
"2730",58067,NA,NA,"37950E42","NGE","Global X Funds: Global X MSCI Nigeria ETF",2016-12-30,28,NA,"Global X Management Company LLC","F",2016-12-30,4.08,2013-04-02,92.77,0,0,0,0,6.91,0,0.32,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"796",48649,NA,NA,"46428941","MUAA","iShares Trust: iShares 2012 S&P AMT-Free Municipal Series",2012-06-29,27.9,NA,"BlackRock Fund Advisors","F",2012-06-29,50.6513,2010-01-07,0,0,0,0,97.96,0,0,2.04,0,0,0,0,0,"Y","N","Y","D","Y","L","IUS","SMD","SHORT MUNICIPAL DEBT FUNDS","SMD","Short Municipal Debt Funds",NA,NA,"MB",NA
"1856",61312,NA,NA,"46434V71","JPMV","iShares Trust: iShares Edge MSCI Min Vol Japan ETF",2018-03-29,27.8,NA,"BlackRock Fund Advisors","F",2018-03-29,69.38,2014-06-03,97.63,0,0,0,0,0,2.41,-0.04,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRJ","JA","JAPANESE FUNDS","JA","Japanese Funds",NA,NA,"EQ",NA
"2453",53396,NA,NA,"22542D65","DSLV","VelocityShares 3x Inverse Silver ETN",2018-03-29,27.8,NA,"VelocityShares","N",2018-03-29,26.1447,2011-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDSC","CMD","COMMODITIES FUNDS","CMS","Commodities Specialty Funds",NA,NA,"EQ",NA
"422",35961,501377,82618,"92189F60","NLR","VanEck Vectors ETF Trust: VanEck Vectors Uranium+Nuclear Energy ETF",2018-03-29,27.7,22,"Van Eck Associates Corporation","F",2018-03-29,48.9251,2007-08-13,95.73,0,0,0,0,0,0,-0.22,0,0,0,4.49,0,"Y","N","Y","D","N",NA,"EFSN","GNR","GLOBAL NATURAL RESOURCES FUNDS","GNR","Global Natural Resources Funds",NA,NA,"EQ","UNITED STATES"
"1566",56244,NA,NA,"01C99082",NA,"First Trust Exchange-Traded Fund VI: First Trust NASDAQ Technology Dividend Index Fund",2012-09-28,27.7,NA,"First Trust Advisors LP","F",2012-09-28,19.7375,2012-08-13,91.85,0,0,0,0,0,0,0.12,0,0,0,8.03,0,"Y","N","Y",NA,"N",NA,"EFST","GTK","GLOBAL SCIENCE/TECHNOLOGY FUNDS","GTK","Global Science/Technology Funds",NA,NA,"EQ",NA
"1465",42983,NA,NA,"76139650","RWW","RevenueShares ETF Trust: RevenueShares Financials Sector Fund",2015-09-30,27.6,NA,"VTL Associates LLC","F",2015-09-30,45.9698,2008-11-10,99.13,0,0,0,0,0,0.86,0,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDSF","FS","FINANCIAL SERVICES FUNDS","FS","Financial Services Funds",NA,NA,"EQ",NA
"366",43566,501296,81691,"86330886",NA,"streetTRACKS Index Shares Funds: SPDR S&P Emerging Middle East & Africa ETF",2007-09-28,27.5,12,"STATE STREET BANK & TRUST CO/IFTC","F",2007-09-28,68.629,2007-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","D","Y",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ","UNITED STATES"
"441",35796,501454,83181,"78355W72","RRY","Rydex ETF Trust: Rydex 2x Russell 2000 ETF",2010-03-31,27.5,1944,"Rydex Investments","F",2010-03-31,39.2246,2007-11-05,84.39,0,0,0,0,0,52.22,-36.61,0,0,0,0,0,"Y","N","Y","E","Y","L","EDCS","SG","SMALL-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"1444",41788,NA,NA,"78463X67","IPN","SPDR Index Shares Funds: SPDR S&P International Industrial Sector ETF",2017-06-30,27.5,NA,"State Street Bank and Trust Company","F",2017-06-30,34.3388,2008-07-16,97.37,0,0,0,0,0.19,0.91,1,0,0,0,0.54,0,"Y","N","Y","D","Y","L","EDSI","ID","INDUSTRIALS FUNDS","ID","Industrials Funds",NA,NA,"EQ",NA
"2852",93088,NA,NA,"33741X20","LEGR","First Trust Exchange-Traded Fund VI: First Trust Indxx Innovative Transaction & Process ETF",2018-03-29,27.5,NA,"First Trust Advisors LP","F",2018-03-29,28.9332,2018-01-25,86.96,0,0,0,0,0,0,7.29,0,0,0,5.75,0,"Y","N","Y","D","N",NA,"EFST","GTK","GLOBAL SCIENCE/TECHNOLOGY FUNDS","GTK","Global Science/Technology Funds",NA,NA,"EQ",NA
"2266",86124,NA,NA,"26924G88","ETHO","ETF Managers Trust: Etho Climate Leadership US ETF",2018-03-29,27.4,NA,"ETF Managers Group LLC","F",2018-03-29,34.31,2015-11-19,98.41,0,0,0.06,0,0.17,1.01,0.32,0,0,0,0.04,0,"Y","N","Y","D","N",NA,"O","EMP","ENERGY MLP FUNDS","EMP","Energy MLP Funds",NA,NA,"EQ",NA
"2774",92571,NA,NA,"26923G83","EMEM","ETFis Series Trust I: Virtus Glovista Emerging Markets ETF",2018-03-29,27.4,NA,"Virtus ETF Advisers LLC","F",2018-03-29,26.074,2017-11-09,90.86,0.7,0,0.05,0,0.15,0.72,0.28,0,0,0,7.24,0,"Y","N","Y","D","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"281",25697,501173,81084,"74347R81","SAA","ProShares Trust: ProShares Ultra SmallCap600",2018-03-29,27.3,595,"ProFunds Group","F",2018-03-29,99.1,2007-01-23,84.89,0,0,0,0,0,10.03,5.07,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ","UNITED STATES"
"2124",64329,NA,NA,"78463X18","HFEZ","SPDR Index Shares Funds: SPDR EURO STOXX 50 Currency Hedged ETF",2017-06-30,27.3,NA,"State Street Bank and Trust Company","F",2017-06-30,38.9324,2015-06-10,95.57,1.1,0,0,0,0.35,0.6,-0.75,0,0,0,3.13,0,"Y","N","Y","B","Y","L","EFRE","EU","EUROPEAN REGION FUNDS","EU","European Region Funds",NA,NA,"EQ",NA
"277",43530,501169,81080,"18383M30","WMCR","Claymore Exchange-Traded Fund Trust: Wilshire Micro-Cap ETF",2018-03-29,27.2,970,"Guggenheim Investments","F",2018-03-29,33.9078,2006-09-21,99.29,0,0.02,0,0,0,0.38,0.3,0,0,0,0.01,0,"Y","N","Y","D","N",NA,"EDCI","MR","MICRO-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
"3034",63706,NA,NA,"90274P31","HOMX","UBS Exchange Traded Access Securities (E-TRACS) ISE Exclusively Homebuilders ETN",2015-06-30,27.2,NA,"UBS Global Asset Management","N",2015-06-30,27.24,2015-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,"Y",NA,"EDSI","ID","INDUSTRIALS FUNDS","ID","Industrials Funds",NA,NA,"EQ",NA
"3352",93039,NA,NA,"30151E85","HONR","Exchange Listed Funds Trust: InsightShares Patriotic Employers ETF",2018-03-29,27.2,NA,"Exchange Traded Concepts LLC","F",2018-03-29,23.65,2018-01-19,99.94,0,0,0,0,0,0,0.06,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ",NA
"2775",92572,NA,NA,"46641Q77","JMOM","JP Morgan Exchange-Traded Fund Trust: JPMorgan US Momentum Factor ETF",2018-03-29,27.1,NA,"JPMorgan Funds","F",2018-03-29,25.81,2017-11-08,99.75,0,0,0,0,0.14,0,0.12,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ",NA
"1516",43027,NA,NA,"46428930","TZE","iShares Trust: iShares Target Date 2015 ETF",2014-09-30,27,NA,"BlackRock Fund Advisors","F",2014-09-30,38.52,2008-11-04,46.53,0.2,0,10.19,0.41,31.2,5.66,-4.68,0,0.02,10.01,0.45,0,"Y","N","Y","D","Y","L","EDYB","GI","GROWTH & INCOME FUNDS","MATF","Mixed-Asset Target 2015 Funds",NA,NA,"EQ",NA
"2655",91600,NA,NA,"46435G24","SUSB","iShares Trust: iShares ESG 1-5 Year USD Corporate Bond ETF",2018-03-29,27,NA,"BlackRock Fund Advisors","F",2018-03-29,24.57,2017-07-11,0,0,0,96.74,0,0,2.74,0.32,0,0,0,0,0.2,"Y","N","Y","D","N",NA,"I","SII","SHORT-INTMDT INVESTMENT GRADE DEBT FUNDS","SII","Short-Intmdt Investment Grade Debt Funds",NA,NA,"TX",NA
"2951",90826,NA,NA,"74347Y80","OILD","ProShares Trust II: ProShares UltraPro 3x Short Crude Oil ETF",2018-03-29,27,NA,"ProFunds Group","F",2018-03-29,30.804,2017-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","E","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"3175",88042,NA,NA,"22539T28","REML","Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT Exchange Traded Notes",2016-09-30,27,NA,"Credit Suisse Asset Management LLC","N",2016-09-30,27.2,2016-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDSR","RE","REAL ESTATE FUNDS","RE","Real Estate Funds",NA,NA,"EQ",NA
"1662",58525,NA,NA,"25459Y41","JPNL","Direxion Shares ETF Trust: Direxion Daily MSCI Japan Bull 3X Shares",2018-03-29,26.9,NA,"Rafferty Asset Management LLC","F",2018-03-29,76.75,2013-06-26,56.57,0,0,0,0,19.64,22.81,0.99,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"1940",62461,NA,NA,"20452Y79","CIZ","Compass EMP Funds Trust: Compass EMP Developed 500 Enhanced Volatility Weighted Index ETF",2015-09-30,26.9,NA,"Victory Capital Management Inc","F",2015-09-30,31.62,2014-09-30,98.88,0,0,0,0,0,1.12,0,0,0,0,0,0,"Y","N","Y",NA,"N",NA,"EF","IF","INTERNATIONAL FUNDS","ILCG","International Large-Cap Growth",NA,NA,"EQ",NA
"2698",91927,NA,NA,"37954Y65","PFFD","Global X Funds: Global X US Preferred ETF",2018-03-29,26.9,NA,"Global X Management Company LLC",NA,2018-03-29,24.44,2017-09-13,0,33.71,0,2.12,0,0,10.45,0.16,0,0,0,53.56,0,"Y","N","Y","D","N",NA,"I","FLX","FLEXIBLE INCOME FUNDS","FLX","Flexible Income Funds",NA,NA,"TX",NA
"2776",92573,NA,NA,"46641Q76","JQUA","JP Morgan Exchange-Traded Fund Trust: JPMorgan US Quality Factor ETF",2018-03-29,26.9,NA,"JPMorgan Funds","F",2018-03-29,25.64,2017-11-08,99.74,0,0,0,0,0.14,0,0.13,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCGE","Large-Cap Growth Funds",NA,NA,"EQ",NA
"2860",93157,NA,NA,"50076782","KARS","KraneShares Trust: KraneShares Electric Vehicles and Future Mobility Index ETF",2018-03-29,26.8,NA,"Krane Funds Advisors LLC","F",2018-03-29,23.3,2018-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","D","N",NA,"EFSI","GIF","GLOBAL INFRASTRUCTURE FUNDS","GIF","Global Infrastructure Funds",NA,NA,"EQ",NA
"3325",91887,NA,NA,"38143045","GHYB","Goldman Sachs ETF Trust: Goldman Sachs Access High Yield Corporate Bond ETF",2018-03-29,26.8,NA,"Goldman Sachs & Co/GSAM","F",2018-03-29,48.67,2017-09-07,0,0,0,98.73,0,0.36,0,0.71,0,0,0,0,0.2,"Y","N","Y","D","N",NA,"I","HY","HIGH YIELD FUNDS","HY","High Yield Funds",NA,NA,"TX",NA
"564",29222,600734,81693,"78463X83","JPP","SPDR Index Shares Funds: SPDR Russell/Nomura Prime Japan ETF",2016-06-30,26.6,5,"State Street Bank and Trust Company","F",2016-06-30,44.3045,2006-11-09,98.68,0,0,0,0,0,0,1.32,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EFRJ","JA","JAPANESE FUNDS","JA","Japanese Funds",NA,NA,"EQ","UNITED STATES"
"2777",92574,NA,NA,"46641Q75","JVAL","JP Morgan Exchange-Traded Fund Trust: JPMorgan US Value Factor ETF",2018-03-29,26.6,NA,"JPMorgan Funds","F",2018-03-29,25.36,2017-11-08,99.66,0,0,0,0,0.18,0,0.17,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCVE","Large-Cap Value Funds",NA,NA,"EQ",NA
"2823",93017,NA,NA,"30151E84","PRID","Exchange Listed Funds Trust: InsightShares LGBT Employment Equality ETF",2018-03-29,26.6,NA,"Exchange Traded Concepts LLC","F",2018-03-29,24.19,2018-01-10,99.93,0,0,0.01,0,0.03,0,0.04,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ",NA
"1899",61606,NA,NA,"92189F62","CNXT","VanEck Vectors ETF Trust: VanEck Vectors ChinaAMC SME-ChiNext ETF",2018-03-29,26.5,NA,"Van Eck Associates Corporation","F",2018-03-29,35.3069,2014-07-23,102.81,0,0,0,0,0,0,-2.81,0,0,0,0,0,"Y","N","Y","D","N",NA,"EFRQ","CH","CHINA REGION FUNDS","CH","China Region Funds",NA,NA,"EQ",NA
"1017",50898,NA,NA,"37950E28","GLDX","Global X Funds: Global X Gold Explorers ETF",2015-09-30,26.4,NA,"Global X Management Company LLC","F",2015-09-30,9.02,2010-11-03,100,0,0,0,0,0,0,0,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDSO","AU","PRECIOUS METALS EQUITY FUNDS","AU","Precious Metals Equity Funds",NA,NA,"EQ",NA
"1896",61577,NA,NA,"06742W43","WIL","Barclays Women in Leadership ETN",2015-09-30,26.4,NA,"Barclays Capital Inc","N",2015-09-30,49.0188,2014-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"M","S","SPECIALTY/MISCELLANEOUS FUNDS","S","Specialty/Miscellaneous Funds",NA,NA,"EQ",NA
"2099",64096,NA,NA,"25490K72","DRIP","Direxion Shares ETF Trust: Direxion Daily S&P Oil & Gas Exp & Prod Bear 3X Shares",2016-06-30,26.4,NA,"Rafferty Asset Management LLC","F",2016-06-30,6.52,2015-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","D","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"2773",92570,NA,NA,"46641Q78","JMIN","JP Morgan Exchange-Traded Fund Trust: JPMorgan US Minimum Volatility ETF",2018-03-29,26.4,NA,"JPMorgan Funds","F",2018-03-29,25.15,2017-11-08,99.73,0,0,0,0,0.14,0,0.13,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ",NA
"2978",91289,NA,NA,"90274E81","EXIV","VelocityShares 1x Daily Inverse VSTOXX Futures ETN",2018-03-29,26.4,NA,"VelocityShares",NA,2018-03-29,32.1871,2017-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","E","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1887",61487,NA,NA,"12811T10","CFGE","Calamos ETF Trust: Calamos Focus Growth ETF",2016-06-30,26.3,NA,"Calamos Advisors LLC","F",2016-06-30,10.06,2014-07-14,98.56,0,0,0,0,0,0,0.02,0,0,0,1.44,0,"Y","N","Y",NA,"Y",NA,"EDYG","G","GROWTH FUNDS","MLGE","Multi-Cap Growth Funds",NA,NA,"EQ",NA
"1238",36457,NA,NA,"74348A35","FXP","ProShares Trust: ProShares UltraShort FTSE China 50",2018-03-29,26.2,NA,"ProFunds Group","F",2018-03-29,15.32,2007-11-06,0,0,0,0,0,0,-78.69,178.68,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"2082",63840,NA,NA,"26922A83","SMCP","ETF Series Solutions: AlphaMark Actively Managed Small Cap ETF",2018-03-29,26.2,NA,"AlphaMark Advisors LLC","F",2018-03-29,25,2015-04-20,86.27,0,0,0,0,2.38,-0.02,4.7,0,0,0,0,6.71,"Y","N","Y",NA,"N",NA,"EDYG","G","GROWTH FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ",NA
"3087",62976,NA,NA,"26922A88","VALX","ETF Series Solutions: Validea Market Legends ETF",2018-03-29,26.2,NA,"Validea Capital Management LLC","F",2018-03-29,29.08,2014-12-09,81.23,0,0,0,0,0.26,0,0.2,0,0,0,18.29,0,"Y","N","Y",NA,"N",NA,"EDCM","MC","MID-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ",NA
"291",25688,501179,81090,"74347R72","UXI","ProShares Trust: ProShares Ultra Industrials",2018-03-29,26.1,212,"ProFunds Group","F",2018-03-29,69.57,2007-01-30,80.79,0,0,0,0,0,14.85,4.37,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ","UNITED STATES"
"829",48824,NA,NA,"57061R56","EGPT","Market Vectors ETF Trust: Market Vectors Egypt Index ETF",2016-03-31,26.1,NA,"Van Eck Associates Corporation","F",2016-03-31,38.6207,2010-02-16,87.64,0,0,0,0,0,0.17,-0.02,0,0,0,12.21,0,"Y","N","Y","D","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"1851",61071,NA,NA,"23305175","ASHS","DBX ETF Trust: Xtrackers Harvest CSI 500 China A-Shares Small Cap ETF",2018-03-29,26.1,NA,"DBX Advisors LLC","F",2018-03-29,34.79,2014-05-21,98.78,0,0,0,0,0,0.25,0.95,0,0,0,0.02,0,"Y","N","Y","D","N",NA,"EFRQ","CH","CHINA REGION FUNDS","CH","China Region Funds",NA,NA,"EQ",NA
"2707",57687,NA,NA,"30150550","YMLI","Market Vectors ETF Trust: Market Vectors High Income Infrastructure MLP ETF",2016-03-31,26.1,NA,"Exchange Traded Concepts LLC","F",2016-03-31,11.61,2013-02-11,2.28,0,0,0,0,0,97.47,0.24,0,0,0,0,0,"Y","N","Y","D","N",NA,"O","EMP","ENERGY MLP FUNDS","EMP","Energy MLP Funds",NA,NA,"EQ",NA
"2988",91318,NA,NA,"38747R10","COMB","GraniteShares ETF Trust: GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF",2018-03-29,26.1,NA,"GraniteShares Advisors LLC","F",2018-03-29,26.0111,2017-05-22,0,0,0,0,0,90.08,9.49,0.43,0,0,0,0,0,"Y","N","Y",NA,"N",NA,"EDSC","CMD","COMMODITIES FUNDS","CMG","Commodities General Funds",NA,NA,"EQ",NA
"3069",62756,NA,NA,"33734X85","FPXI","First Trust Exchange-Traded Fund II: First Trust International IPO ETF",2018-03-29,26.1,NA,"First Trust Advisors LP","F",2018-03-29,37.2436,2014-11-04,81.24,0,0,0,0,0,0.98,0,0,0,0,17.77,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IMLG","International Multi-Cap Growth",NA,NA,"EQ",NA
"3154",88515,NA,NA,"46435G43","SMMV","iShares Trust: iShares Edge MSCI Min Vol USA Small-Cap ETF",2018-03-29,26.1,NA,"BlackRock Fund Advisors",NA,2018-03-29,28.98,2016-09-07,99.93,0,0,0,0,0,0.34,-0.26,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ",NA
"2772",92569,NA,NA,"46641Q79","JDIV","JP Morgan Exchange-Traded Fund Trust: JPMorgan US Dividend ETF",2018-03-29,26,NA,"JPMorgan Funds","F",2018-03-29,24.77,2017-11-08,99.17,0,0,0,0,0.16,0.51,0.15,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDYI","EI","EQUITY INCOME FUNDS","EIEI","Equity Income Funds",NA,NA,"EQ",NA
"2897",89648,NA,NA,"69374H88","COWZ","Pacer Funds Trust: Pacer US Cash Cows 100 ETF",2018-03-29,26,NA,"Pacer Advisors Inc",NA,2018-03-29,28.93,2016-12-16,99.79,0,0,0.01,0,0.07,0,0.08,0,0,0,0,0.01,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ",NA
"3296",91167,NA,NA,"04276577","ARCM","Arrow Investments Trust: Arrow Reserve Capital Management ETF",2017-09-29,26,NA,"Arrow Investment Advisors LLC",NA,2017-09-29,20.03,2017-03-31,0,0,0,77.86,0.96,22.23,0,-1.05,0,0,0,0,0,"Y","N","Y",NA,"N",NA,"ICQH","A","CORPORATE DEBT FUNDS A RATED","A","Corporate Debt Funds A Rated",NA,NA,"TX",NA
"1182",52228,NA,NA,"46429B77","ITIP","iShares Trust: iShares International Inflation-Linked Bond ETF",2016-06-30,25.9,NA,"BlackRock Fund Advisors","F",2016-06-30,43.23,2011-05-18,0,0,0,0,0,96.26,0.14,3.6,0,0,0,0,0,"Y","N","Y","D","Y","L","IGT","IUT","INFLATION PROTECTED BOND FUNDS","IUT","Inflation Protected Bond Funds",NA,NA,"TX",NA
"850",48922,NA,NA,"25459W38","INDL","Direxion Shares ETF Trust: Direxion Daily India Bull 3X Shares",2013-06-28,25.8,NA,"Rafferty Asset Management LLC","F",2013-06-28,13.6,2010-03-11,99.85,0,0,0,0,0,0,0.15,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"3152",92660,NA,NA,"46641Q86","JPED","JP Morgan Exchange-Traded Fund Trust: JPMorgan Event Driven ETF",2018-03-29,25.8,NA,"JPMorgan Funds","F",2018-03-29,24.56,2017-11-29,41.58,0,0,0,0,28.22,0.58,29.62,0,0,0,0,0,"Y","N","Y",NA,"N",NA,"O","AED","ALTERNATIVE EVENT DRIVEN FUNDS","AED","Alternative Event Driven Funds",NA,NA,"EQ",NA
"2225",65163,NA,NA,"90274R10","LRET","UBS Exchange Traded Access Securities (E-TRACS) Monthly Pay 2xLeveraged MSCI US REIT Index ETN",2015-12-31,25.7,NA,"UBS Global Asset Management","N",2015-12-31,25.7,2015-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,"N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"854",48926,NA,NA,"78463X55","RBL","SPDR Index Shares Funds: SPDR S&P Russia ETF",2017-06-30,25.5,NA,"State Street Bank and Trust Company","F",2017-06-30,18.216,2010-03-10,8.69,0,0,0,0,0.29,0,0.23,0,0,0,90.78,0,"Y","N","Y","D","Y","L","EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"313",29231,501205,81143,"86330E58",NA,"streetTRACKS Series Trust: SPDR S&P Retail ETF",2007-09-28,25.4,101,"STATE STREET BANK & TRUST CO/IFTC","F",2007-09-28,39.117538,2006-06-19,114.33,0,0,0,0,0,0,-14.33,0,0,0,0,0,"Y","N","Y","D","N",NA,"M","S","SPECIALTY/MISCELLANEOUS FUNDS","S","Specialty/Miscellaneous Funds",NA,NA,"EQ","UNITED STATES"
"1595",57167,NA,NA,"73935B80","PHDG","PowerShares Actively Managed Exchange-Traded Fund Trust: PowerShares S&P 500 Downside Hedged Portfolio",2018-03-29,25.4,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,28.2328,2012-12-06,88.31,0,0,0.47,0,3.33,9.67,-2.52,0,0,0.03,0,0.72,"Y","N","Y","B","N",NA,"EDYH","ABR","ABSOLUTE RETURN FUNDS","ABR","Absolute Return Funds",NA,NA,"EQ",NA
"1672",58668,NA,NA,"00162Q81","TRSK","ALPS ETF Trust: Janus Velocity Tail Risk Hedged Large Cap ETF",2016-06-30,25.4,NA,"ALPS Advisors Inc","F",2016-06-30,26.7015,2013-06-20,83.96,0,0,0,0,0.01,-0.13,16.05,0,0,0,0,0.12,"Y","N","Y","D","Y",NA,"EDYG","G","GROWTH FUNDS","LCGE","Large-Cap Growth Funds",NA,NA,"EQ",NA
"2713",92351,NA,NA,"90213U11","DALT","Two Roads Shared Trust: Anfield Capital Diversified Alternatives ETF",2018-03-29,25.4,NA,"Regents Park Funds LLC",NA,2018-03-29,9.95,2017-09-28,77.17,4.24,2.74,0.93,0,1.03,6.05,1.8,0,0,0,5.99,0.06,"Y","N","Y",NA,"N",NA,"O","AMS","ALTERNATIVE MULTI-STRATEGY FUNDS","AMS","Alternative Multi-Strategy Funds",NA,NA,"EQ",NA
"178",24742,500905,80432,"73935X62","PXJ","PowerShares Exchange-Traded Fund Trust: PowerShares Dynamic Oil & Gas Services Portfolio",2018-03-29,25.3,29,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,8.5594,2005-10-26,91.76,0,0,0.01,0,0.06,8.27,-0.12,0,0,0,0,0.01,"Y","N","Y","D","N",NA,"EFSN","GNR","GLOBAL NATURAL RESOURCES FUNDS","GNR","Global Natural Resources Funds",NA,NA,"EQ","UNITED STATES"
"1439",41783,NA,NA,"78463X63","IPU","SPDR Index Shares Funds: SPDR S&P International Utilities Sector ETF",2017-06-30,25.3,NA,"State Street Bank and Trust Company","F",2017-06-30,16.8543,2008-07-16,94.23,0.09,0,0,0,0.01,3.32,0.5,0,0,0,1.85,0,"Y","N","Y","D","Y","L","EDSU","UT","UTILITY FUNDS","UT","Utility Funds",NA,NA,"EQ",NA
"2699",91929,NA,NA,"22539T25","UBRT","Credit Suisse AxelaTrader 3x Long Brent Crude Oil Exhange Traded Notes",2018-03-29,25.3,NA,"Credit Suisse Asset Management LLC","N",2018-03-29,201.95,2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
